LFQ_C37BN	LFQ_C37PN	LFQ_C37PPN	LFQ_C37BS	LFQ_C37PS	LFQ_C37PPS	LFQ_C37BM	LFQ_C37PM	LFQ_C37PPM	LFQ_C37BW3	LFQ_C37PW3	LFQ_C37PPW3	LFQ_C39BN	LFQ_C39PN	LFQ_C39PPN	LFQ_C39BS	LFQ_C39PS	LFQ_C39PPS	LFQ_C39BM	LFQ_C39PM	LFQ_C39PPM	LFQ_C39BW3	LFQ_C39PW3	LFQ_C39PPW3	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Intensity	MS.MS.count	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	id
21.077507019043	22.5879726409912	NA	21.9201984405518	21.9828720092773	23.271276473999	23.4576377868652	22.9766960144043	22.8063068389893	23.7633438110352	22.9121246337891	23.0991840362549	23.5176124572754	22.8028793334961	22.5913791656494	23.2440586090088	21.6579208374023	23.7068290710449	22.5544986724854	23.6770210266113	23.6176204681396	23.685920715332	23.2045631408691	23.6306762695313				56	56	56	67.8	67.8	67.8	90.568	0	323.31	4262700000	1114	P00747;Q5TEH5;A6PVI2;CON__P06868;Q02325;Q15195	P00747	Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	PLG	153
20.5489616394043	21.7683811187744	NA	21.0921669006348	21.8475856781006	21.3640995025635	21.8595790863037	21.5810928344727	22.0287418365479	22.8256301879883	22.5421028137207	21.4058742523193	20.9531192779541	NA	21.9017963409424	21.446928024292	20.2325706481934	21.4535236358643	20.9390506744385	21.5445346832275	22.1240158081055	21.5217628479004	21.5154724121094	22.423677444458				14	14	14	29.3	29.3	29.3	67.791	0	280.94	474680000	205	P00748	P00748	Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain	F12	154
21.682559967041	21.4954109191895	NA	21.6266708374023	21.5201816558838	20.9283905029297	20.5782833099365	21.1182594299316	21.1499786376953	20.4241905212402	21.0583438873291	20.6257801055908	20.6151294708252	20.2916526794434	21.1634311676025	20.1134986877441	21.6913642883301	20.9369678497314	21.5330276489258	20.8426856994629	21.9452095031738	21.6630554199219	22.247974395752	22.3281383514404				16	16	16	43.8	43.8	43.8	52.602	0	265.92	490500000	231	P01008;CON__P41361	P01008	Antithrombin-III	SERPINC1	155
25.5359954833984	26.4481201171875	25.146936416626	24.8242988586426	24.1616954803467	23.5756549835205	23.611780166626	24.0768375396729	23.9270534515381	24.0269870758057	24.2684230804443	24.2303009033203	25.186351776123	24.9386749267578	25.2716674804688	24.798921585083	26.566219329834	24.2985897064209	27.86301612854	24.4936275482178	24.659107208252	25.0343112945557	26.1768741607666	25.3964977264404				33	33	33	69.4	69.4	69.4	46.736	0	323.31	8802700000	868	P01009;A0A024R6I7;A0A0G2JRN3;G3V2B9;G3V544;G3V5R8;G3V387;A0A0B4J278;A0A0G2JPK4;P20848	P01009;A0A024R6I7;A0A0G2JRN3	Alpha-1-antitrypsin;Short peptide from AAT	SERPINA1	156
21.8752269744873	20.9508438110352	NA	21.2476558685303	20.7626342773438	20.1811962127686	20.6960849761963	20.618091583252	21.122688293457	20.2756023406982	20.5635566711426	21.2676239013672	21.8882942199707	21.4245491027832	22.2704200744629	21.3319969177246	22.9807453155518	21.2758293151855	22.4683170318604	21.4963855743408	21.8248138427734	21.4711990356445	22.1881561279297	22.1996726989746				9	9	9	22	22	22	47.65	0	323.31	477600000	267	P01011;G3V3A0;G3V595	P01011;G3V3A0	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	SERPINA3	157
22.6761817932129	23.3152046203613	NA	23.0810394287109	23.4642601013184	23.7993659973145	24.8067588806152	24.2731990814209	24.2454681396484	24.0225067138672	23.2627010345459	23.9234313964844	23.2278785705566	23.7531776428223	22.7168254852295	23.1872653961182	22.4306354522705	24.7311229705811	23.4961910247803	24.0205574035645	24.234691619873	24.3062610626221	22.9567928314209	23.9136943817139				117	117	105	63.9	63.9	60.1	187.15	0	323.31	1.4873e+10	3217	P01024;M0QYC8;M0QXZ3;M0R0Q9;M0R1Q1	P01024	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	159
23.8637237548828	23.366397857666	NA	23.2356262207031	23.1341114044189	23.2198677062988	23.0616912841797	23.1021823883057	23.6600341796875	23.4781551361084	23.1678009033203	22.7850856781006	23.4036655426025	23.4230365753174	23.5870342254639	23.5233669281006	23.8827838897705	22.7406330108643	23.2738380432129	23.2661361694336	23.6912574768066	24.0471019744873	23.679386138916	23.9652557373047				23	23	23	35.1	35.1	35.1	71.957	0	323.31	1834500000	472	P01042	P01042	Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor	KNG1	161
19.6967468261719	19.4897384643555	NA	NA	18.8633880615234	19.0958137512207	19.2025871276855	19.0755367279053	19.7150173187256	18.9404277801514	19.3674736022949	19.569465637207	19.5358867645264	19.4013080596924	19.7729778289795	18.6223163604736	20.4343070983887	18.6485328674316	20.5121002197266	18.6243877410889	NA	NA	18.4227962493896	NA				4	4	4	32.1	32.1	32.1	18.098	0	18.489	50567000	61	P01591;D6RD17;D6RHJ6;C9JA05	P01591;D6RD17;D6RHJ6	Immunoglobulin J chain	IGJ;JCHAIN	163
25.0590782165527	24.7002296447754	NA	24.6086826324463	24.3752422332764	24.5163497924805	24.1909160614014	24.3955173492432	24.871265411377	24.4506072998047	24.734899520874	25.058666229248	23.3179664611816	24.4256649017334	24.4108638763428	24.2670669555664	23.1896800994873	22.291820526123	23.1406478881836	23.3443508148193	21.9700393676758	22.1571521759033	22.1321353912354	21.5401878356934				12	12	12	93.5	93.5	93.5	11.765	0	323.31	3038100000	990	P01834;A0A5H1ZRQ3	P01834;A0A5H1ZRQ3	Ig kappa chain C region	IGKC	166
22.2068729400635	22.549783706665	NA	22.3354911804199	21.9893646240234	21.7272930145264	22.1719131469727	22.1867980957031	22.1932201385498	22.1382122039795	22.0550365447998	22.579158782959	21.8187427520752	22.7231121063232	22.0484657287598	21.8641967773438	20.3490562438965	21.9285717010498	20.7256717681885	21.9677200317383	21.755521774292	22.0789737701416	20.9796657562256	22.1283321380615				18	18	18	39.3	39.3	39.3	49.439	0	323.31	949530000	382	P01871	P01871	Ig mu chain C region	IGHM	167
33.2513809204102	32.1708679199219	31.5259857177734	32.5416946411133	32.4578475952148	30.2288284301758	32.1997299194336	32.0463180541992	33.0181846618652	32.978931427002	33.2334938049316	32.5718803405762	31.8631553649902	31.6214351654053	32.3421516418457	31.0880947113037	32.8387222290039	30.035774230957	33.4658699035645	30.3946838378906	27.8351497650146	28.5583724975586	29.0361156463623	27.8611812591553				65	65	64	87.3	87.3	87.3	30.777	0	323.31	1.8651e+12	12553	P02647;F8W696	P02647;F8W696	Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	APOA1	169
28.2235221862793	26.85910987854	24.2250118255615	27.1048965454102	26.6517105102539	25.9562435150146	26.6032867431641	26.6003112792969	26.5966205596924	26.1737899780273	26.5177478790283	26.9879360198975	27.5762901306152	27.1012935638428	27.7162036895752	27.5502471923828	29.4249439239502	27.0291786193848	29.7154502868652	27.1218872070313	24.4509220123291	24.7355709075928	26.9245643615723	24.4796352386475				46	46	46	87.1	87.1	87.1	36.154	0	323.31	4.8028e+10	2709	P02649;H0Y7L5;E9PEV4;E7ERP7;CON__Q03247	P02649;H0Y7L5;E9PEV4;E7ERP7	Apolipoprotein E	APOE	170
23.3582363128662	21.3229522705078	NA	22.1538467407227	22.5463733673096	21.1536312103271	NA	21.0818691253662	NA	22.6020469665527	22.9406471252441	22.1660079956055	23.6681728363037	23.4250869750977	23.3398723602295	23.0165348052979	24.456823348999	22.2459754943848	25.0705871582031	22.5534915924072	21.5146541595459	22.0421657562256	22.4037704467773	21.392520904541				8	8	8	55.6	55.6	55.6	14.914	0	323.31	1543100000	200	V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1	V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1	Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II	APOA2	171
26.5552883148193	26.6828441619873	NA	26.9473743438721	27.3412990570068	27.3623561859131	26.1483535766602	26.25075340271	26.5846290588379	28.1491394042969	27.2594356536865	26.4275035858154	27.4064903259277	26.6332569122314	27.3090400695801	27.2203884124756	26.9395484924316	26.2168407440186	27.93044090271	27.2594356536865	26.8395404815674	27.4003143310547	27.0917434692383	27.1080913543701				84	84	84	69.4	69.4	69.4	94.972	0	323.31	6.7201e+10	3977	P02671;A0A087WUA0	P02671	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	FGA	172
27.9568195343018	27.9659271240234	26.6102046966553	28.4629898071289	28.1146087646484	28.6302375793457	26.2817478179932	26.5214519500732	25.6933860778809	28.600170135498	28.527795791626	27.57737159729	27.2584476470947	25.6061992645264	28.3217811584473	28.4060859680176	25.9902305603027	25.8693599700928	25.2779235839844	28.9217853546143	28.4130859375	28.5766868591309	27.1076927185059	27.664041519165				63	63	55	84.3	84.3	78.2	55.928	0	323.31	7.3509e+10	5020	P02675;D6REL8	P02675;D6REL8	Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	FGB	173
27.2274761199951	28.0816211700439	24.7635478973389	28.2897357940674	27.5526676177979	28.2257766723633	26.0193920135498	26.6968383789063	25.2920379638672	28.367280960083	28.1787357330322	27.2336139678955	28.4521865844727	27.6560821533203	28.2998561859131	28.7475605010986	26.5725936889648	27.2162303924561	26.1368827819824	28.9295673370361	28.9241962432861	28.8421211242676	28.631591796875	28.6081962585449				51	51	51	73.3	73.3	73.3	51.511	0	323.31	7.8777e+10	3810	P02679;C9JEU5;C9JC84;C9JU00;C9JPQ9	P02679;C9JEU5;C9JC84	Fibrinogen gamma chain	FGG	174
23.602294921875	24.3095245361328	NA	24.2026958465576	25.1986179351807	24.2045631408691	24.9543800354004	25.2657794952393	24.2280254364014	25.0512981414795	23.6831398010254	23.5172519683838	22.5455017089844	22.7149410247803	22.2916793823242	23.3598442077637	21.9874229431152	24.7706718444824	23.0313358306885	24.581241607666	23.1743087768555	22.0527820587158	21.7861232757568	22.721715927124				12	12	12	34.1	34.1	34.1	25.387	0	323.31	3.009e+09	385	P02743	P02743	Serum amyloid P-component;Serum amyloid P-component(1-203)	APCS	176
18.6147880554199	18.9527645111084	NA	19.8571434020996	19.3934326171875	19.6105785369873	19.9348831176758	20.6186294555664	19.0651321411133	20.6992225646973	18.9953193664551	19.633960723877	19.7120971679688	21.8420333862305	18.8905963897705	20.2551116943359	18.6398696899414	20.9918918609619	19.311544418335	20.5898494720459	18.8969650268555	19.782112121582	19.2437000274658	19.2194900512695				6	6	6	26.9	26.9	26.9	25.773	0	131.8	108450000	77	P02747	P02747	Complement C1q subcomponent subunit C	C1QC	178
19.3481712341309	21.0299205780029	NA	21.0081958770752	21.4847316741943	20.9902305603027	22.2596015930176	22.2728424072266	21.1396484375	21.91721534729	20.4077949523926	21.4678707122803	20.7775611877441	22.122278213501	19.8809757232666	22.1414279937744	20.3447284698486	23.3240242004395	22.0262107849121	23.0346965789795	22.2439136505127	21.9309921264648	20.1379623413086	22.2029037475586				15	15	15	28.3	28.3	28.3	63.173	0	169.11	460100000	211	P02748;CON__Q3MHN2	P02748	Complement component C9;Complement component C9a;Complement component C9b	C9	179
23.1313037872314	22.0100765228271	NA	21.5234870910645	22.0735244750977	21.1162929534912	21.375545501709	21.2903022766113	22.1875534057617	20.6113529205322	21.3883743286133	21.6039485931396	21.6635780334473	21.1297492980957	22.1990146636963	20.7745876312256	22.582540512085	21.0571537017822	22.2171783447266	21.0255336761475	21.9773616790771	21.3407688140869	22.6704235076904	22.7373142242432				14	14	14	60	60	60	38.298	0	323.31	769210000	366	P02749;J3QLI0;J3QRN2;J3KS17;CON__P17690	P02749;J3QLI0;J3QRN2	Beta-2-glycoprotein 1	APOH	180
18.9850406646729	18.8239517211914	NA	19.8246974945068	20.6223888397217	20.8521671295166	19.937183380127	20.3095245361328	20.7558879852295	21.5322189331055	20.307746887207	17.9246273040771	19.2347469329834	19.3435363769531	19.0112991333008	19.9366092681885	19.3304214477539	18.9765644073486	21.6118030548096	20.5522480010986	19.4199199676514	19.1303901672363	19.2795963287354	18.9895114898682				26	26	26	16.3	16.3	16.3	272.32	0	323.31	308450000	258	P02751;H0Y7Z1;H0Y4K8	P02751;H0Y7Z1	Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	FN1	181
18.9871520996094	19.0659732818604	NA	19.0001697540283	19.2607040405273	18.5476245880127	19.015115737915	18.8262500762939	18.9673042297363	18.5599594116211	18.1571884155273	18.7192344665527	19.0669460296631	19.0866451263428	18.8526401519775	18.8197174072266	NA	18.4958400726318	18.269474029541	18.2691535949707	17.5944843292236	17.0692825317383	18.7124671936035	NA				3	3	3	15.6	15.6	15.6	22.974	0	7.2391	41151000	20	Q5VY30;P02753	Q5VY30;P02753	Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)	RBP4	182
20.064474105835	19.8905086517334	NA	20.2088394165039	20.285343170166	20.1334533691406	20.7991485595703	20.4041595458984	20.4419231414795	20.7902660369873	20.0819988250732	20.3736896514893	NA	20.5629997253418	20.8634777069092	19.7780418395996	21.7641353607178	20.9665584564209	21.3106346130371	20.2732124328613	19.7530498504639	20.3567047119141	20.2692222595215	20.0346965789795				9	9	9	30.4	30.4	30.4	38.999	0	26.606	128630000	92	P02760;S4R471;S4R3Y4	P02760	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	AMBP	183
25.0418071746826	24.4600143432617	NA	24.4429740905762	23.5732307434082	23.4647579193115	23.3122978210449	23.357027053833	24.4102172851563	24.3547439575195	24.1914443969727	23.4602642059326	25.2095165252686	23.5768089294434	24.8422050476074	24.9699172973633	26.0446434020996	23.3223743438721	24.6207008361816	23.911319732666	23.8333530426025	24.2894020080566	24.8077411651611	25.5843124389648				17	17	14	45	45	41.4	39.34	0	323.31	2580500000	581	P02765;C9JV77	P02765;C9JV77	Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B	AHSG	185
20.69140625	19.9625396728516	NA	19.7487335205078	22.8826904296875	NA	19.6751270294189	19.5439109802246	20.6923427581787	20.1912326812744	21.3772945404053	20.9920997619629	21.9166316986084	19.7441577911377	22.9735298156738	21.8273754119873	24.5412044525146	20.1641063690186	24.0005836486816	19.7986106872559	19.8143291473389	19.1339550018311	21.4524688720703	20.0051155090332				7	7	7	53.1	53.1	53.1	13.894	0	67.697	268360000	76	P02775	P02775	Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63)	PPBP	186
20.9337310791016	22.432243347168	NA	21.500768661499	21.5277404785156	22.2456855773926	22.0537109375	22.2393760681152	22.5855464935303	22.0393905639648	21.8515186309814	22.9927749633789	21.869966506958	22.3735294342041	22.4316062927246	21.748987197876	NA	22.0891952514648	NA	21.9926528930664	22.4717445373535	22.1779460906982	22.2935886383057	21.9138965606689				44	44	44	61.3	61.3	61.3	77.063	0	323.31	1619300000	807	P02787;H7C5E8;C9JVG0;F8WEK9;F8WCI6;C9JB55;F8WC57;CON__Q2HJF0;CON__Q29443;CON__Q0IIK2	P02787	Serotransferrin	TF	188
21.993034362793	20.9758224487305	NA	21.381420135498	20.9296188354492	20.4849281311035	20.7204208374023	20.8598442077637	21.0972557067871	20.2146606445313	20.9049968719482	21.7664413452148	20.3474349975586	20.9167766571045	21.6163864135742	20.5714492797852	20.7375221252441	20.0855045318604	20.1137523651123	20.5773620605469	21.0738506317139	21.4542274475098	21.1594333648682	21.192497253418				11	11	11	34.8	34.8	34.8	51.676	0	179.07	294920000	173	P02790;Q9BS19	P02790	Hemopexin	HPX	189
NA	18.5689277648926	NA	17.9310493469238	18.617338180542	18.5774002075195	18.6578769683838	18.4993095397949	19.1564483642578	18.7106189727783	NA	18.7789878845215	18.7920475006104	NA	18.7967109680176	18.6751098632813	NA	18.7018814086914	NA	18.7835674285889	19.4002876281738	18.7877178192139	18.3304882049561	19.1468372344971				9	9	9	15.8	15.8	15.8	70.108	0	22.069	54876000	26	P03951;H0Y596;D6RB32;X6R3B1	P03951	Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain	F11	191
20.766845703125	22.9266738891602	NA	21.9759635925293	22.9409866333008	23.2499580383301	23.6443843841553	23.4655055999756	22.1473712921143	21.5754718780518	NA	22.120475769043	20.0812187194824	20.8970394134521	20.8297386169434	22.3497314453125	21.6799011230469	24.0725917816162	22.1280498504639	22.7790050506592	23.0656414031982	22.772777557373	20.7487010955811	23.1298580169678				28	28	28	50.3	50.3	50.3	67.033	0	323.31	1717300000	510	P04003;A6PVY5;F2Z2V7	P04003	C4b-binding protein alpha chain	C4BPA	192
26.0783462524414	25.3490829467773	NA	23.9176158905029	25.6239395141602	25.5536212921143	25.1038951873779	24.1909160614014	25.910083770752	24.0803394317627	25.3838996887207	24.9309825897217	25.4699516296387	23.8614540100098	26.5767230987549	25.9582138061523	26.7990951538086	23.8510990142822	26.5563564300537	25.4632625579834	26.3450450897217	26.2470073699951	25.7982540130615	26.8243236541748				23	23	23	44.6	44.6	44.6	54.305	0	323.31	1.1393e+10	1415	P04004;F5GX75;H0YJW9;CON__Q3ZBS7	P04004	Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	VTN	193
22.332462310791	23.2458591461182	NA	23.0890331268311	23.9775352478027	24.8026237487793	25.4026908874512	25.0625820159912	24.6171169281006	21.630542755127	23.0245704650879	23.1805744171143	22.5212593078613	20.3466777801514	23.3970203399658	22.6993083953857	23.471471786499	25.7037448883057	23.617733001709	24.1829090118408	24.3349723815918	22.9519824981689	23.1299686431885	24.5884647369385				263	263	263	57	57	57	515.6	0	323.31	2.0344e+10	5006	P04114;A8MUN2;A0A669KB70;CON__ENSEMBL:ENSBTAP00000032840	P04114	Apolipoprotein B-100;Apolipoprotein B-48	APOB	195
21.16330909729	20.2319850921631	NA	20.5688533782959	20.9536170959473	20.2208137512207	20.1902675628662	NA	20.4975547790527	NA	20.7741050720215	20.3943538665771	20.558708190918	NA	20.9947261810303	NA	21.05397605896	NA	21.1971263885498	20.2882766723633	21.275260925293	19.4359951019287	20.946138381958	21.1730422973633				6	6	6	23	23	23	49.577	0	50.865	106830000	76	P04180;J3QSE5;I3L1Q6;J3QKT0	P04180;J3QSE5	Phosphatidylcholine-sterol acyltransferase	LCAT	196
24.6901912689209	24.3850212097168	24.7150249481201	24.38942527771	24.6125679016113	24.3020820617676	24.1275463104248	24.4105396270752	25.3430290222168	24.4356174468994	25.0336380004883	24.6342811584473	23.3262195587158	23.3448925018311	23.8804492950439	23.3772945404053	24.3743133544922	21.931713104248	24.4877529144287	22.8128604888916	23.8641014099121	23.6977405548096	22.8273372650146	23.7791652679443				24	24	24	40.6	40.6	40.6	59.578	0	323.31	3875500000	528	P04196	P04196	Histidine-rich glycoprotein	HRG	197
18.5576438903809	18.5105934143066	NA	18.4044933319092	18.4231243133545	18.5651397705078	NA	18.5327129364014	18.4531421661377	18.272346496582	NA	18.5969257354736	NA	NA	18.8385200500488	18.121057510376	NA	NA	NA	18.2451629638672	18.7286319732666	18.1121234893799	19.0510177612305	18.4601993560791				4	4	4	7.7	7.7	7.7	54.253	0	10.008	25049000	13	P04217;M0R009	P04217;M0R009	Alpha-1B-glycoprotein	A1BG	198
21.856466293335	21.1660079956055	NA	22.5288143157959	21.9776058197021	21.7961807250977	21.7824878692627	22.1005630493164	22.0509243011475	23.4047069549561	22.6271839141846	22.9571113586426	22.2091960906982	23.2759704589844	22.0309314727783	22.4441738128662	20.9949340820313	21.4416694641113	20.8941555023193	21.5783767700195	20.9987945556641	21.8351860046387	22.4416446685791	21.8172607421875				16	16	16	57.6	57.6	57.6	36.053	0	323.31	736630000	244	P04406;E7EUT5	P04406;E7EUT5	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	201
26.1157894134521	25.6291198730469	23.9248809814453	25.9366989135742	25.3543395996094	24.8666515350342	25.1649589538574	25.3651962280273	25.6020965576172	25.8034114837646	25.6070175170898	25.6244411468506	25.7808170318604	26.3735504150391	26.1430282592773	25.0687446594238	26.1004104614258	24.922477722168	24.9524269104004	25.0692768096924	23.8779258728027	24.1706619262695	25.3407554626465	24.2278785705566				16	16	16	49.2	49.2	49.2	21.275	0	323.31	8451100000	1173	P05090;C9JF17;C9JX71;F8WBT9	P05090;C9JF17	Apolipoprotein D	APOD	202
18.0156879425049	18.6357669830322	NA	18.9577598571777	18.990701675415	NA	18.6903324127197	18.9364070892334	18.5281791687012	20.3624954223633	18.6942157745361	18.6354484558105	NA	18.9639797210693	17.9978847503662	19.1213607788086	NA	19.5161075592041	NA	19.6692199707031	19.4179019927979	19.4778919219971	18.3567695617676	19.994104385376				6	6	6	10	10	10	57.07	0	30.943	63269000	40	P05546	P05546	Heparin cofactor 2	SERPIND1	205
22.4938468933105	22.4541759490967	NA	22.5006217956543	23.024097442627	22.7665023803711	22.6570262908936	22.7411689758301	23.2426357269287	23.4458179473877	23.3095245361328	22.771951675415	22.8683471679688	23.854621887207	23.3280029296875	23.1423320770264	21.2259979248047	23.1505813598633	21.9925498962402	23.3659973144531	23.4388561248779	23.2351589202881	22.8323879241943	23.4563846588135				34	34	34	50.8	50.8	50.8	85.696	0	323.31	1749700000	487	P06396;A0A0A0MS51;A0A0A0MT01;CON__Q3SX14;Q5T0I0;A0A0U1RQL8;Q5T0H8;REV__H0YJM7;REV__A0A6Q8PG26;REV__Q6TDU7;REV__F8W8F9	P06396;A0A0A0MS51;A0A0A0MT01	Gelsolin	GSN	207
28.5067672729492	27.699686050415	24.8537197113037	27.7790012359619	26.9725704193115	26.9364070892334	27.3274021148682	27.7119445800781	27.8309860229492	28.3941116333008	27.9941005706787	28.1320743560791	28.953519821167	28.7117137908936	27.9534931182861	28.8986225128174	28.2825965881348	27.4596710205078	28.2959651947021	28.4288215637207	26.6959095001221	26.9147911071777	27.8048286437988	26.3700618743896				77	77	75	86.4	86.4	83.6	45.371	0	323.31	1.5073e+11	4603	P06727	P06727	Apolipoprotein A-IV	APOA4	209
19.5749626159668	20.2955799102783	NA	19.8671340942383	20.349271774292	19.939338684082	20.1883373260498	20.0598621368408	20.6954898834229	20.3779315948486	20.1397113800049	20.0874481201172	20.2879371643066	19.6968479156494	20.6070232391357	20.6742649078369	NA	20.1230049133301	NA	20.6715030670166	20.6647491455078	20.349271774292	20.4782276153564	20.6646633148193				16	16	16	35.1	35.1	35.1	65.163	0	323.31	242060000	182	P07357	P07357	Complement component C8 alpha chain	C8A	210
19.0066776275635	18.7339019775391	NA	18.7861862182617	18.7842712402344	19.2846202850342	18.7014083862305	18.9668827056885	19.3776969909668	NA	19.171895980835	19.5930080413818	19.8424396514893	19.9129543304443	20.2842140197754	20.3002815246582	NA	19.3231830596924	NA	19.6301956176758	19.7950630187988	20.7216739654541	20.4533233642578	20.2066955566406				15	15	15	20	20	20	81.889	0	51.466	138070000	104	P07384;E9PLX0;E9PJJ3;E9PLC9;E9PMC6;E9PJA6;E9PSA6;E9PL37;E9PQB3;E9PRM1;E9PIA9	P07384	Calpain-1 catalytic subunit	CAPN1	212
20.258451461792	20.0120906829834	NA	18.1082496643066	21.1530132293701	20.5333595275879	20.2562637329102	18.5953598022461	19.4990158081055	NA	NA	17.064868927002	22.5581703186035	19.7138595581055	24.9948120117188	22.8365154266357	26.1768741607666	24.1550674438477	23.9483318328857	25.3110160827637	25.111198425293	21.5868740081787	22.0389556884766	23.8990135192871				30	30	30	44.1	44.1	44.1	501.31	0	323.31	876240000	272	P08519;A0A087WWY0	P08519	Apolipoprotein(a)	LPA	218
20.6074752807617	22.4419994354248	NA	21.4012985229492	22.5177574157715	22.6719779968262	23.1886100769043	23.1419410705566	23.1288833618164	23.0740795135498	21.0967407226563	22.3713245391846	22.5934314727783	23.5472202301025	21.8068370819092	23.084774017334	20.9453525543213	23.70334815979	21.782527923584	23.2775325775146	23.1949634552002	22.9748439788818	21.4490966796875	22.5564651489258				67	67	58	60.9	60.9	51.8	139.09	0	323.31	3790300000	1286	P08603;A0A0D9SG88;Q5TFM2;A0A087WYK9;Q6NSD3	P08603	Complement factor H	CFH	220
20.4139003753662	20.668909072876	NA	20.3671970367432	20.8692150115967	20.6218509674072	20.0576171875	20.1815605163574	20.4230632781982	20.3975944519043	20.264533996582	20.6574401855469	20.5839862823486	20.098669052124	20.3816318511963	20.6628379821777	20.4761524200439	20.0937786102295	21.0913906097412	20.273099899292	20.7791652679443	20.4825668334961	20.71506690979	21.4672241210938				9	9	8	24.8	24.8	22.6	54.565	0	118.2	197460000	114	P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65;C9JPV4;A0A0J9YWQ3	P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65	Alpha-2-antiplasmin	SERPINF2	221
23.9717597961426	23.8719234466553	NA	23.3964977264404	23.4798812866211	24.2815704345703	24.4606399536133	24.2166004180908	22.8843307495117	25.1024951934814	24.4205341339111	24.7247352600098	21.5258312225342	22.8610382080078	22.8571891784668	23.5710315704346	22.7332439422607	24.3107738494873	21.7249641418457	23.9798049926758	22.9604034423828	24.4831466674805	20.7716884613037	21.2667083740234				69	69	1	44.1	44.1	1	192.75	0	323.31	4208500000	1138	P0C0L5;F5GXS0;A0A3B3ISA6	P0C0L5;F5GXS0;A0A3B3ISA6	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	C4B	222
NA	24.0596961975098	NA	23.7681999206543	23.8436431884766	23.504337310791	23.7817687988281	23.5673236846924	24.345027923584	NA	NA	24.467435836792	24.4487190246582	24.2543621063232	24.6927471160889	23.8229885101318	24.6214275360107	NA	25.19944190979	23.7842674255371	22.0484981536865	NA	23.9340915679932	22.1702938079834				10	10	4	74.5	74.5	34.9	11.293	0	323.31	1900200000	505	P0DOY2;P0DOY3;P0CF74	P0DOY2;P0DOY3			224
26.8864631652832	26.4017639160156	24.3725872039795	26.6835136413574	26.7943916320801	26.0589332580566	25.8547897338867	26.5281600952148	26.7790641784668	26.2185230255127	26.4141273498535	26.2452869415283	26.7638263702393	26.6533508300781	27.202564239502	26.5589122772217	28.9297351837158	25.8656845092773	29.2057609558105	26.1103229522705	25.6061420440674	24.892219543457	25.6501502990723	25.277214050293				28	28	28	49.7	49.7	49.7	52.494	0	323.31	1.3122e+10	1146	P10909;H0YC35;H0YLK8;E7ETB4;E7ERK6;H0YAS8;E5RG36;E5RGB0;E5RH61;E5RJZ5;CON__P17697	P10909;H0YC35;H0YLK8	Clusterin;Clusterin beta chain;Clusterin alpha chain;Clusterin	CLU	226
